,Unnamed: 0,Unnamed: 0.1,absoluteYardlineNumber,coverage_type,defender,defender_name,defender_num,defendersInTheBox,defense,down,downfield_distance,epa,gameClock,gameDate,gameId,gameTimeEastern,gsis_play_id,homeTeamAbbr,isDefensivePI,numberOfPassRushers,offense,offenseFormation,offensePlayResult,passResult,pass_breakup,pass_coverage,pass_pattern_basic,pass_pattern_by_player,pass_receiver_target,pbu,penaltyCodes,penaltyJerseyNumbers,personnelD,personnelO,playDescription,playId,playResult,playType,poss_team_fixed,possessionTeam,preSnapHomeScore,preSnapVisitorScore,press_players,quarter,receiver,receiver_name,receiver_num,route,route_depth,route_name,targeted,typeDropback,visitorTeamAbbr,week,yardlineNumber,yardlineSide,yardsToGo,hip_reaction_time,separation
0,1.0,3234.0,55.0,MAN,TB 33,Carlton Davis,33.0,7.0,TB,1.0,-0.28000000000000114,-0.43858419975680896,07:21:00,09/09/2018,2018090906.0,13:00:00,508.0,NO,0.0,6.0,NO,I_FORM,0.0,I,,1b,X; -; -; 3; 9,NO 13 xo(15); NO 42 kl; NO 25 fl/; NO 89 1; NO 10 9o,NO 10,0.0,,,"4 DL, 3 LB, 4 DB","2 RB, 1 TE, 2 WR",(7:21) D.Brees pass incomplete deep right to T.Smith.,508.0,0.0,play_type_pass,NO,NO,7.0,7.0,TB 28 > NO 13; TB 33 > NO 10,1.0,NO 10,Tre'Quan Smith,10.0,9.0,17.42,Go,1.0,SCRAMBLE_ROLLOUT_RIGHT,TB,1.0,45.0,TB,10.0,,0.5993329625508663
0,0.0,3233.0,73.0,MAN,TB 28,Vernon Hargreaves,28.0,7.0,TB,1.0,-0.5399999999999991,2.12172448710456,00:41:00,09/09/2018,2018090906.0,13:00:00,922.0,NO,0.0,5.0,NO,I_FORM,35.0,C,,1b,9; -; -; 3; X,NO 10 9si; NO 42 kl; NO 41 fl; NO 80 1; NO 13 xl(7),NO 13,0.0,,,"4 DL, 3 LB, 4 DB","2 RB, 0 TE, 3 WR","(:41) D.Brees pass short left to M.Thomas to TB 28 for 35 yards (C.Davis). Pass 14, YAC 21",922.0,35.0,play_type_pass,NO,NO,10.0,14.0,TB 28 > NO 10; TB 33 > NO 13,1.0,NO 10,Tre'Quan Smith,10.0,9.0,13.71,Go,0.0,TRADITIONAL,TB,1.0,37.0,NO,10.0,,
0,2.0,3232.0,80.0,MAN,NO 23,Marshon Lattimore,23.0,6.0,NO,3.0,,2.01977469699514,08:57:00,09/09/2018,2018090906.0,13:00:00,1441.0,NO,0.0,4.0,TB,SHOTGUN,12.0,C,,1,4; 4; 8; -; 6,TB 12 4(3); TB 10 4(6); TB 80 8s(10); TB 25 kr; TB 13 6o(6),TB 13,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(8:57) (Shotgun) R.Fitzpatrick pass short right to M.Evans to TB 42 for 12 yards (D.Davis). Pass 7, YAC 5",1441.0,12.0,play_type_pass,TB,TB,17.0,17.0,NO 20 > TB 12; NO 21 > TB 10; NO 23 > TB 13; NO 24 > TB 80,2.0,TB 13,Mike Evans,13.0,6.0,4.010000000000005,Hitch/Curl,1.0,TRADITIONAL,TB,1.0,30.0,TB,2.0,0.2,0.8402380615039895
0,1.0,238.0,43.0,MAN,CIN 22,William Jackson,22.0,6.0,CIN,3.0,,-1.5829292323099802,10:07:00,09/09/2018,2018090902.0,13:00:00,3525.0,IND,0.0,5.0,IND,EMPTY,0.0,I,CIN 27,1b,6; 2; 3; 9; 3,IND 13 6(4); IND 80 2(1); IND 84 3o(15); IND 11 9b(22); IND 21 3(3),IND 11,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(10:07) (No Huddle, Shotgun) A.Luck pass incomplete deep right to R.Grant (D.Kirkpatrick).",3525.0,0.0,play_type_pass,IND,IND,23.0,24.0,CIN 21 > IND 80; CIN 22 > IND 13; CIN 27 > IND 11; CIN 59 > IND 84,4.0,IND 13,T.Y. Hilton,13.0,6.0,3.210000000000001,Hitch/Curl,0.0,TRADITIONAL,CIN,1.0,33.0,IND,2.0,0.8,
0,2.0,238.0,43.0,MAN,CIN 27,Dre Kirkpatrick,27.0,6.0,CIN,3.0,-0.46000000000000085,-1.5829292323099802,10:07:00,09/09/2018,2018090902.0,13:00:00,3525.0,IND,0.0,5.0,IND,EMPTY,0.0,I,CIN 27,1b,6; 2; 3; 9; 3,IND 13 6(4); IND 80 2(1); IND 84 3o(15); IND 11 9b(22); IND 21 3(3),IND 11,1.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(10:07) (No Huddle, Shotgun) A.Luck pass incomplete deep right to R.Grant (D.Kirkpatrick).",3525.0,0.0,play_type_pass,IND,IND,23.0,24.0,CIN 21 > IND 80; CIN 22 > IND 13; CIN 27 > IND 11; CIN 59 > IND 84,4.0,IND 11,Ryan Grant,11.0,9.0,9.04,Go,1.0,TRADITIONAL,CIN,1.0,33.0,IND,2.0,,0.626498204307084
0,2.0,3203.0,91.0,MAN,GB 38,Tramon Williams,38.0,4.0,GB,2.0,-0.45999999999999375,-0.455855089162924,01:54:00,09/09/2018,2018090912.0,20:20:00,3704.0,GB,0.0,4.0,CHI,SHOTGUN,0.0,I,,2M,9; 6; H4; X; 9,CHI 18 9o; CHI 80 6i(10); CHI 24 h21(-3); CHI 17 xd(3); CHI 12 9o,CHI 12,0.0,,,"1 DL, 3 LB, 7 DB","1 RB, 1 TE, 3 WR",(1:54) (Shotgun) M.Trubisky pass incomplete deep right to A.Robinson II.,3704.0,0.0,play_type_pass,CHI,CHI,24.0,23.0,GB 20 > CHI 12; GB 37 > CHI 80; GB 38 > CHI 18,4.0,CHI 18,Taylor Gabriel,18.0,9.0,7.709999999999994,Go,0.0,TRADITIONAL,CHI,1.0,19.0,CHI,9.0,,
0,1.0,3203.0,91.0,MAN,GB 37,Josh Jackson,37.0,4.0,GB,2.0,,-0.455855089162924,01:54:00,09/09/2018,2018090912.0,20:20:00,3704.0,GB,0.0,4.0,CHI,SHOTGUN,0.0,I,,2M,9; 6; H4; X; 9,CHI 18 9o; CHI 80 6i(10); CHI 24 h21(-3); CHI 17 xd(3); CHI 12 9o,CHI 12,0.0,,,"1 DL, 3 LB, 7 DB","1 RB, 1 TE, 3 WR",(1:54) (Shotgun) M.Trubisky pass incomplete deep right to A.Robinson II.,3704.0,0.0,play_type_pass,CHI,CHI,24.0,23.0,GB 20 > CHI 12; GB 37 > CHI 80; GB 38 > CHI 18,4.0,CHI 80,Trey Burton,80.0,6.0,4.439999999999998,Hitch/Curl,0.0,TRADITIONAL,CHI,1.0,19.0,CHI,9.0,0.30000000000000004,
0,0.0,3203.0,91.0,MAN,GB 20,Kevin King,20.0,4.0,GB,2.0,-0.2400000000000091,-0.455855089162924,01:54:00,09/09/2018,2018090912.0,20:20:00,3704.0,GB,0.0,4.0,CHI,SHOTGUN,0.0,I,,2M,9; 6; H4; X; 9,CHI 18 9o; CHI 80 6i(10); CHI 24 h21(-3); CHI 17 xd(3); CHI 12 9o,CHI 12,0.0,,,"1 DL, 3 LB, 7 DB","1 RB, 1 TE, 3 WR",(1:54) (Shotgun) M.Trubisky pass incomplete deep right to A.Robinson II.,3704.0,0.0,play_type_pass,CHI,CHI,24.0,23.0,GB 20 > CHI 12; GB 37 > CHI 80; GB 38 > CHI 18,4.0,CHI 12,Allen Robinson,12.0,9.0,5.510000000000005,Go,1.0,TRADITIONAL,CHI,1.0,19.0,CHI,9.0,,2.3598305023878328
0,0.0,3202.0,35.0,MAN,GB 20,Kevin King,20.0,5.0,GB,1.0,1.4099999999999966,-0.646929676121435,03:37:00,09/09/2018,2018090912.0,20:20:00,2495.0,GB,0.0,4.0,CHI,EMPTY,-1.0,C,,1,0; 3; 3; 3; 9,CHI 29 0(-4); CHI 80 1z; CHI 12 3i(5); CHI 18 3(4); CHI 11 9,CHI 29,0.0,,,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR",(3:37) (Shotgun) M.Trubisky pass short left to T.Cohen to CHI 24 for -1 yards (J.Jackson).,2495.0,-1.0,play_type_pass,CHI,CHI,3.0,20.0,GB 20 > CHI 11; GB 37 > CHI 80; GB 38 > CHI 12,3.0,CHI 11,Kevin White,11.0,9.0,1.1400000000000006,Go,0.0,TRADITIONAL,CHI,1.0,25.0,CHI,10.0,,
0,0.0,3237.0,55.0,MAN,TB 28,Vernon Hargreaves,28.0,5.0,TB,2.0,0.14999999999999858,1.0520114421677198,07:13:00,09/09/2018,2018090906.0,13:00:00,534.0,NO,0.0,5.0,NO,EMPTY,11.0,C,,1b,9; 9; 4; X; 9,NO 80 9; NO 19 9s; NO 82 4(10); NO 11 xd(4); NO 41 9,NO 82,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(7:13) (Shotgun) D.Brees pass short right to B.Watson to TB 34 for 11 yards (C.Conte). Pass 10, YAC 1",534.0,11.0,play_type_pass,NO,NO,7.0,7.0,TB 28 > NO 19; TB 54 > NO 11,1.0,NO 19,Ted Ginn,19.0,9.0,10.670000000000002,Go,0.0,TRADITIONAL,TB,1.0,45.0,TB,10.0,,
0,0.0,597.0,93.0,MAN,TEN 21,Malcolm Butler,21.0,7.0,TEN,2.0,0.18000000000000682,-0.879473128028215,00:52:00,09/09/2018,2018090903.0,13:00:00,791.0,MIA,0.0,4.0,MIA,SINGLEBACK,0.0,I,,1,9; 4; H5; -; 9,MIA 15 9o; MIA 80 4(9); MIA 32 flh5(1); MIA 85 k; MIA 10 9o,MIA 80,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(:52) R.Tannehill pass incomplete short right to D.Amendola.,791.0,0.0,play_type_pass,MIA,MIA,0.0,3.0,TEN 21 > MIA 15; TEN 25 > MIA 10; TEN 26 > MIA 80,1.0,MIA 15,Albert Wilson,15.0,9.0,7.829999999999998,Go,0.0,TRADITIONAL,TEN,1.0,17.0,MIA,6.0,,
0,1.0,2678.0,35.0,MAN,JAX 21,A.J. Bouye,21.0,6.0,JAX,2.0,0.22999999999999687,-0.927912150596414,03:47:00,09/09/2018,2018090907.0,13:00:00,2664.0,NYG,0.0,4.0,NYG,SHOTGUN,0.0,I,JAX 39,1,9; 3; 3; H4; 2,NYG 12 9o; NYG 87 1; NYG 13 3o(3); NYG 28 h21(1); NYG 88 2(0),NYG 88,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(3:47) (Shotgun) E.Manning pass incomplete short middle to E.Engram (T.Gipson).,2664.0,0.0,play_type_pass,NYG,NYG,9.0,13.0,JAX 20 > NYG 13; JAX 21 > NYG 12; JAX 39 > NYG 88,3.0,NYG 12,Cody Latimer,12.0,9.0,7.25,Go,0.0,TRADITIONAL,JAX,1.0,25.0,NYG,10.0,,
0,0.0,3205.0,24.0,MAN,GB 20,Kevin King,20.0,6.0,GB,3.0,-1.049999999999999,-0.8845663692769079,02:47:00,09/09/2018,2018090912.0,20:20:00,3464.0,GB,0.0,4.0,CHI,SHOTGUN,0.0,I,,1,X; H8; X; X; 9,CHI 17 xd(0); CHI 29 h219(1); CHI 80 xl(7); CHI 12 x6(3); CHI 18 9si,CHI 17,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(2:47) (Shotgun) M.Trubisky pass incomplete short middle to A.Miller.,3464.0,0.0,play_type_pass,CHI,CHI,17.0,20.0,GB 20 > CHI 18; GB 38 > CHI 17,4.0,CHI 18,Taylor Gabriel,18.0,9.0,14.76,Go,0.0,SCRAMBLE_ROLLOUT_RIGHT,CHI,1.0,14.0,GB,2.0,,
0,0.0,596.0,40.0,MAN,MIA 25,Xavien Howard,25.0,7.0,MIA,1.0,,1.07440921428203,07:09:00,09/09/2018,2018090903.0,13:00:00,451.0,MIA,0.0,3.0,TEN,I_FORM,17.0,C,,0b,-; -; -; -; 6,TEN 84 r; TEN 81 r; TEN 88 r; TEN 22 r; TEN 19 11(3),TEN 19,0.0,,,"4 DL, 3 LB, 4 DB","1 RB, 2 TE, 2 WR",(7:09) M.Mariota pass short right to T.Sharpe to TEN 47 for 17 yards (T.McDonald).,451.0,17.0,play_type_pass,TEN,TEN,0.0,3.0,MIA 25 > TEN 19; MIA 28 > TEN 84,1.0,TEN 19,Tajae Sharpe,19.0,6.0,5.850000000000001,Hitch/Curl,1.0,TRADITIONAL,TEN,1.0,30.0,TEN,10.0,0.1,9.023441693721967
0,0.0,2671.0,39.0,MAN,NYG 24,Eli Apple,24.0,7.0,NYG,2.0,0.3299999999999983,-0.528158545964073,11:42:00,09/09/2018,2018090907.0,13:00:00,170.0,NYG,0.0,5.0,JAX,SHOTGUN,0.0,I,,1b,X; X; -; X; 9,JAX 12 xo(11); JAX 88 krxu(-3); JAX 27 flkl; JAX 84 xo(14); JAX 10 9o,JAX 12,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(11:42) (Shotgun) B.Bortles pass incomplete short right to D.Westbrook.,170.0,0.0,play_type_pass,JAX,JAX,0.0,0.0,NYG 24 > JAX 10,1.0,JAX 10,Donte Moncrief,10.0,9.0,15.120000000000001,Go,0.0,TRADITIONAL,JAX,1.0,29.0,NYG,4.0,,
0,0.0,2672.0,11.0,MAN,JAX 20,Jalen Ramsey,20.0,9.0,JAX,3.0,,-0.0432132319311642,07:55:00,09/09/2018,2018090907.0,13:00:00,498.0,NYG,0.0,4.0,NYG,SINGLEBACK,16.0,C,,1,8; X; -; -; 5,NYG 82 8(13); NYG 85 xl(7); NYG 26 flkl; NYG 88 k; NYG 13 5(18),NYG 85,0.0,,,"4 DL, 3 LB, 4 DB","1 RB, 3 TE, 1 WR",(7:55) E.Manning pass short right to R.Ellison to NYG 17 for 16 yards (L.Jacobs; Tel.Smith).,498.0,16.0,play_type_pass,NYG,NYG,0.0,3.0,JAX 20 > NYG 13,1.0,NYG 13,Odell Beckham,13.0,5.0,9.870000000000001,Comeback,0.0,DESIGNED_ROLLOUT_RIGHT,JAX,1.0,1.0,NYG,23.0,0.30000000000000004,
0,1.0,2675.0,23.0,MAN,JAX 39,Tashaun Gipson,39.0,7.0,JAX,2.0,-0.21999999999999886,-0.301168929082526,00:11:00,09/09/2018,2018090907.0,13:00:00,1826.0,NYG,0.0,8.0,NYG,SHOTGUN,0.0,I,,0b,-; -; 8; 9; 9,NYG 88 k; NYG 26 kl; NYG 13 8(9); NYG 87 9s; NYG 12 99,NYG 13,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(:11) (Shotgun) E.Manning pass incomplete short middle to O.Beckham.,1826.0,0.0,play_type_pass,NYG,NYG,3.0,13.0,JAX 20 > NYG 13; JAX 39 > NYG 87,2.0,NYG 87,Sterling Shepard,87.0,9.0,3.7699999999999996,Go,0.0,TRADITIONAL,JAX,1.0,13.0,JAX,12.0,,
0,0.0,2673.0,64.0,MAN,NYG 23,B.W. Webb,23.0,7.0,NYG,1.0,0.4399999999999977,-1.03936586729368,06:31:00,09/09/2018,2018090907.0,13:00:00,565.0,NYG,0.0,5.0,JAX,SHOTGUN,-8.0,S,,1b,3; 9; 3; H6; X,JAX 84 21(4); JAX 12 9o; JAX 10 3(15); JAX 27 h62(-3); JAX 88 cxd(3),,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(6:31) (Shotgun) B.Bortles sacked at JAX 38 for -8 yards (sack split by K.Wynn and B.Goodson).,565.0,-8.0,play_type_sack,JAX,JAX,0.0,3.0,NYG 23 > JAX 12,1.0,JAX 12,Dede Westbrook,12.0,9.0,8.270000000000003,Go,0.0,TRADITIONAL,JAX,1.0,46.0,JAX,10.0,,
0,0.0,3102.0,35.0,MAN,CHI 23,Kyle Fuller,23.0,5.0,CHI,1.0,-0.5,-1.53136161236148,07:11:00,09/09/2018,2018090912.0,20:20:00,474.0,GB,0.0,4.0,GB,EMPTY,-10.0,S,,1,9; 2; 3; 3; 9,GB 88 9; GB 80 2(4); GB 89 36(5); GB 84 1; GB 17 9,,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 3 TE, 1 WR","(7:11) (Shotgun) A.Rodgers sacked at GB 15 for -10 yards (A.Hicks). FUMBLES (A.Hicks) [A.Hicks], recovered by GB-C.Linsley at GB 15. C.Linsley to GB 15 for no gain (L.Floyd).",474.0,-10.0,play_type_sack,GB,GB,0.0,7.0,CHI 23 > GB 17; CHI 59 > GB 80,1.0,GB 17,Davante Adams,17.0,9.0,15.969999999999999,Go,0.0,SCRAMBLE,CHI,1.0,25.0,GB,10.0,,
0,0.0,3101.0,77.0,MAN,GB 20,Kevin King,20.0,5.0,GB,2.0,1.7900000000000063,-0.925479071064235,11:32:00,09/09/2018,2018090912.0,20:20:00,266.0,GB,0.0,4.0,CHI,EMPTY,0.0,C,,1,0; 2; 3; 0; 9,CHI 29 0(-1); CHI 80 2(2); CHI 17 1z; CHI 18 0(-4); CHI 12 9o,CHI 18,0.0,,,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR",(11:32) (Shotgun) M.Trubisky pass short right to T.Gabriel to CHI 33 for no gain (C.Matthews).,266.0,0.0,play_type_pass,CHI,CHI,0.0,0.0,GB 20 > CHI 12,1.0,CHI 12,Allen Robinson,12.0,9.0,0.5499999999999972,Go,0.0,TRADITIONAL,CHI,1.0,33.0,CHI,2.0,,
